MaKhachHang,ThoiDiemTruyCap,ThoiGianTruyCap
19938,2023-07-16 06:53:00,1600
57038,2023-07-14 21:07:00,1594
28445,2023-10-19 04:18:00,2586
29956,2023-05-17 10:58:00,3060
26592,2023-02-23 03:55:00,2681
17439,2023-05-11 01:08:00,1979
82906,2023-11-15 20:32:00,2996
40628,2023-04-07 14:04:00,1640
18799,2023-03-29 15:30:00,349
10362,2023-05-21 12:44:00,1271
1838,2023-01-27 16:02:00,3535
6881,2023-12-18 04:54:00,1740
61632,2023-12-06 07:37:00,3273
21566,2023-11-15 06:05:00,651
28804,2023-01-16 18:57:00,935
24535,2023-09-09 18:47:00,1587
10099,2023-02-02 09:51:00,2566
45036,2023-03-21 06:57:00,782
96460,2023-10-02 05:52:00,597
39839,2023-09-29 20:53:00,2795
76924,2023-01-23 02:27:00,2120
27802,2023-07-31 19:39:00,0
52085,2023-09-07 17:18:00,1929
88712,2023-03-24 01:50:00,2423
56617,2023-06-25 01:11:00,1552
42061,2023-03-21 20:53:00,2286
98958,2023-11-03 12:55:00,524
93281,2023-04-28 04:16:00,728
41503,2023-01-31 05:49:00,319
91578,2023-01-01 21:20:00,2323
2890,2023-03-17 15:30:00,1545
34553,2023-06-04 04:59:00,321
71854,2023-05-10 09:11:00,696
6105,2023-02-18 22:19:00,1236
11087,2023-09-03 23:02:00,936
39393,2023-01-30 04:51:00,1419
38406,2023-06-03 17:36:00,1063
32266,2023-03-14 09:02:00,2651
84772,2023-04-07 15:24:00,2409
17297,2023-11-11 03:29:00,302
85753,2023-08-28 20:46:00,61
3393,2023-09-02 12:45:00,3463
53472,2023-06-21 17:11:00,1937
63263,2023-08-16 14:30:00,890
38273,2023-06-22 19:13:00,993
97510,2023-03-30 10:06:00,3205
98579,2023-09-19 16:15:00,2617
96985,2023-12-14 02:48:00,3125
98851,2023-03-31 21:33:00,1616
77071,2023-01-23 07:50:00,3060
26189,2023-10-14 12:27:00,3460
18284,2023-05-17 00:53:00,292
82783,2023-11-15 14:43:00,1981
74229,2023-08-14 23:41:00,3061
40240,2023-11-16 13:50:00,392
81659,2023-11-07 16:24:00,1755
81567,2023-09-20 06:32:00,2291
56744,2023-08-14 15:36:00,2832
67840,2023-08-29 14:39:00,211
86774,2023-01-27 12:07:00,741
83273,2023-04-15 08:12:00,1358
70652,2023-07-24 08:29:00,2854
12086,2023-08-28 19:05:00,3496
34131,2023-05-20 19:18:00,1330
15831,2023-06-02 17:32:00,2452
72008,2023-01-27 04:39:00,3432
19287,2023-05-14 13:16:00,2973
88490,2023-06-30 05:44:00,152
86113,2023-11-10 04:32:00,2633
39547,2023-04-21 13:54:00,3236
97491,2023-09-28 08:02:00,992
14822,2023-12-25 23:57:00,2287
37940,2023-08-21 17:57:00,1630
56606,2023-09-03 19:40:00,1784
33310,2023-01-11 13:13:00,3483
97239,2023-05-05 01:14:00,858
37726,2023-10-28 14:32:00,812
33652,2023-04-30 20:12:00,3272
37671,2023-12-09 04:34:00,404
73027,2023-11-14 05:50:00,3416
16016,2023-11-11 22:46:00,841
45118,2023-11-06 22:27:00,569
47285,2023-12-26 06:18:00,433
83763,2023-10-15 13:36:00,1240
35501,2023-04-13 10:07:00,1960
96187,2023-04-12 19:56:00,2242
26098,2023-12-08 00:44:00,2084
15016,2023-05-26 19:58:00,686
25198,2023-01-22 06:13:00,3315
87544,2023-12-21 23:29:00,2710
16762,2023-01-22 07:49:00,2390
67460,2023-03-12 19:44:00,3073
41408,2023-10-25 14:30:00,851
3312,2023-02-25 17:12:00,1884
37498,2023-03-07 14:00:00,644
97707,2023-08-09 22:58:00,1066
20346,2023-07-31 05:14:00,3385
29288,2023-10-12 00:37:00,376
43759,2023-06-15 09:50:00,3053
54230,2023-01-05 12:00:00,2820
53093,2023-05-19 01:17:00,2527
84496,2023-02-06 07:58:00,3465
22122,2023-07-03 03:52:00,1908
74735,2023-06-21 22:34:00,37
91412,2023-02-16 07:43:00,515
77940,2023-01-20 00:03:00,1996
17716,2023-11-14 20:36:00,3383
64744,2023-01-08 08:25:00,643
53937,2023-11-16 11:46:00,1655
36527,2023-09-10 06:09:00,1196
46458,2023-10-07 09:00:00,2755
68297,2023-12-19 21:31:00,1583
96087,2023-11-18 13:13:00,3460
41276,2023-09-03 09:40:00,2637
44095,2023-04-21 04:04:00,2116
50183,2023-02-28 06:09:00,2875
80277,2023-02-26 18:52:00,364
72620,2023-11-11 23:13:00,632
76520,2023-04-09 07:37:00,2536
84840,2023-11-15 03:16:00,591
1813,2023-07-02 02:52:00,2867
34940,2023-10-22 06:06:00,749
17122,2023-03-11 04:17:00,1438
32243,2023-12-20 02:42:00,1359
10750,2023-01-29 15:17:00,3478
7817,2023-06-15 19:45:00,3574
96711,2023-05-27 21:59:00,2342
89226,2023-08-23 10:20:00,2613
81507,2023-02-16 02:58:00,120
37683,2023-06-17 04:35:00,354
51082,2023-09-14 22:08:00,751
64248,2023-05-06 09:00:00,618
1720,2023-03-16 11:07:00,233
4581,2023-10-14 10:59:00,1543
15763,2023-10-08 01:50:00,2686
58363,2023-07-10 12:08:00,4
44886,2023-06-18 03:23:00,1740
55649,2023-03-28 14:49:00,3398
19382,2023-01-23 18:15:00,2422
90019,2023-06-28 04:26:00,312
89942,2023-12-03 13:01:00,1473
15968,2023-06-09 21:15:00,1911
19526,2023-02-19 13:05:00,3229
90745,2023-01-02 11:18:00,2891
70632,2023-12-27 13:31:00,1275
39007,2023-04-03 14:08:00,1594
39758,2023-02-11 14:49:00,1146
40803,2023-02-25 10:09:00,3061
35484,2023-07-24 14:41:00,1227
49886,2023-07-19 12:39:00,3461
1523,2023-08-23 21:12:00,1478
82331,2023-07-06 18:25:00,3404
25453,2023-12-09 04:16:00,3105
60086,2023-07-20 23:03:00,2850
17838,2023-01-13 08:47:00,1936
87041,2023-01-21 08:27:00,2785
45207,2023-05-26 02:02:00,440
63415,2023-11-11 05:02:00,1578
81164,2023-04-30 06:55:00,2260
32151,2023-07-17 21:25:00,443
30456,2023-08-22 10:39:00,2974
10887,2023-07-01 01:34:00,1881
56383,2023-12-04 02:28:00,3365
65949,2023-03-16 00:00:00,205
4638,2023-10-19 00:32:00,2594
11321,2023-12-06 08:32:00,3186
93628,2023-02-14 00:56:00,241
59843,2023-01-20 22:29:00,2009
73482,2023-04-11 21:00:00,1223
32672,2023-03-06 21:03:00,705
59984,2023-10-28 10:20:00,2041
53234,2023-08-14 01:28:00,2860
33898,2023-07-16 04:06:00,2309
97520,2023-10-11 22:30:00,1833
12155,2023-08-24 17:18:00,2359
92086,2023-03-06 14:32:00,1685
81541,2023-01-02 06:10:00,2338
64506,2023-09-08 00:05:00,404
42388,2023-02-03 13:01:00,2537
61156,2023-09-29 21:28:00,2271
93477,2023-09-02 16:35:00,1159
76085,2023-07-26 03:06:00,2866
60204,2023-11-17 10:12:00,2136
95053,2023-02-19 20:26:00,2338
8996,2023-05-09 19:12:00,2718
14661,2023-03-02 21:09:00,3097
98734,2023-05-22 21:29:00,3361
38586,2023-11-13 11:18:00,1137
68352,2023-01-16 06:48:00,3359
4957,2023-05-02 07:17:00,401
94327,2023-08-26 08:01:00,552
14301,2023-02-06 05:23:00,3085
36812,2023-10-09 10:28:00,428
58878,2023-06-10 16:34:00,645
16171,2023-12-19 20:27:00,1250
44073,2023-09-04 01:23:00,3529
74320,2023-03-18 07:14:00,3586
80811,2023-07-04 22:46:00,1992
27758,2023-02-13 09:12:00,2366
17337,2023-07-01 23:13:00,3271
62857,2023-08-05 09:24:00,3518
27268,2023-01-16 01:24:00,1412
58107,2023-11-15 14:02:00,3193
79981,2023-03-25 01:54:00,3497
16554,2023-09-26 22:27:00,669
66985,2023-11-18 06:45:00,292
47035,2023-12-23 22:31:00,20
11923,2023-05-24 05:27:00,2849
86472,2023-10-04 08:48:00,3411
35212,2023-05-04 00:18:00,2159
61621,2023-07-19 23:29:00,219
48776,2023-12-31 11:22:00,1140
45509,2023-08-15 02:10:00,1910
50676,2023-12-09 14:53:00,2329
54318,2023-03-15 15:23:00,939
61962,2023-12-13 00:52:00,184
29359,2023-10-09 21:22:00,2155
79790,2023-06-15 12:55:00,2935
41367,2023-06-22 06:08:00,2450
11301,2023-11-11 20:09:00,3593
53668,2023-04-05 21:48:00,2971
79962,2023-06-05 18:13:00,94
57141,2023-08-04 16:54:00,2021
40762,2023-07-01 21:36:00,2128
28677,2023-02-09 22:35:00,2249
88658,2023-01-01 20:41:00,1589
72365,2023-02-04 02:43:00,122
3720,2023-04-16 22:40:00,152
31346,2023-04-06 12:56:00,30
62026,2023-10-22 04:09:00,2826
93226,2023-12-28 04:55:00,1411
66867,2023-07-31 08:59:00,1224
74730,2023-06-18 16:49:00,1219
23252,2023-12-16 17:30:00,2523
24334,2023-02-13 13:14:00,2037
47314,2023-06-02 20:26:00,446
1296,2023-08-24 00:05:00,2823
30935,2023-11-30 07:21:00,2570
7173,2023-09-04 18:31:00,1126
98967,2023-02-17 15:45:00,2703
93473,2023-07-15 12:03:00,3069
56098,2023-06-24 23:15:00,1281
46057,2023-10-23 15:59:00,3226
4056,2023-11-01 15:58:00,1678
32644,2023-08-06 20:46:00,307
91760,2023-08-02 09:10:00,436
45996,2023-08-20 03:04:00,2458
72220,2023-05-06 00:27:00,3010
62912,2023-03-24 16:03:00,987
78916,2023-08-11 17:04:00,1061
68330,2023-09-01 22:05:00,2936
87033,2023-08-06 07:08:00,2589
42221,2023-05-30 22:23:00,576
85134,2023-06-11 12:08:00,3408
58409,2023-06-27 04:23:00,2114
4123,2023-08-30 09:01:00,154
33866,2023-01-23 06:52:00,589
13784,2023-11-15 01:52:00,2518
23980,2023-09-16 08:26:00,1539
90012,2023-12-29 17:00:00,405
32755,2023-11-09 15:35:00,20
70695,2023-02-15 19:59:00,1394
43194,2023-03-23 21:34:00,924
50218,2023-11-11 20:59:00,345
19571,2023-09-24 20:34:00,881
11633,2023-12-25 15:42:00,1186
54654,2023-06-24 20:32:00,2541
44340,2023-10-24 19:57:00,1809
27735,2023-08-19 07:20:00,366
50239,2023-08-14 14:18:00,3024
81044,2023-05-01 07:44:00,3350
49558,2023-02-16 06:06:00,2762
99867,2023-03-08 13:48:00,937
93281,2023-04-29 11:03:00,502
56340,2023-01-26 13:12:00,2015
44808,2023-09-22 17:14:00,1217
50820,2023-07-31 04:19:00,2902
31596,2023-01-31 03:20:00,3198
95393,2023-09-15 10:36:00,2176
93600,2023-10-04 09:19:00,864
97265,2023-08-23 22:07:00,1863
67724,2023-02-22 18:08:00,65
10194,2023-10-01 07:13:00,2412
45174,2023-09-05 11:42:00,3149
6471,2023-08-18 05:25:00,1522
82347,2023-11-18 13:56:00,940
76091,2023-11-18 03:22:00,1407
25807,2023-10-09 10:56:00,1362
244,2023-05-22 00:00:00,1511
38474,2023-09-28 23:38:00,2140
5999,2023-06-06 09:02:00,1317
94491,2023-12-20 07:53:00,2998
6112,2023-03-16 04:49:00,3392
47156,2023-05-09 22:56:00,638
85994,2023-10-19 15:26:00,1235
99703,2023-12-12 12:42:00,1141
80343,2023-12-26 16:39:00,1602
45458,2023-03-17 13:15:00,3410
81376,2023-03-05 05:34:00,163
5219,2023-11-29 08:38:00,2505
97062,2023-02-11 18:38:00,895
83045,2023-03-11 17:55:00,84
89474,2023-10-03 04:25:00,895
98571,2023-01-21 18:18:00,3571
24604,2023-08-17 06:30:00,3593
54402,2023-02-01 02:17:00,2262
25539,2023-07-21 01:16:00,1203
91762,2023-02-14 18:16:00,2041
94061,2023-06-24 17:28:00,1540
54351,2023-10-04 10:36:00,3200
45185,2023-10-29 14:51:00,410
58501,2023-10-05 18:37:00,1353
27664,2023-02-02 01:49:00,841
14239,2023-10-25 14:14:00,1302
36247,2023-12-21 18:13:00,488
91104,2023-04-01 19:58:00,560
35856,2023-05-16 09:42:00,702
76642,2023-09-09 01:18:00,1052
22344,2023-03-25 22:55:00,789
33478,2023-05-25 08:16:00,3405
52462,2023-11-19 18:20:00,197
96177,2023-09-06 14:48:00,3384
86904,2023-07-15 11:57:00,1070
11622,2023-09-28 19:50:00,931
23439,2023-12-18 20:22:00,3122
20267,2023-07-10 00:27:00,2413
33559,2023-02-02 18:39:00,2229
62902,2023-03-21 18:41:00,3280
59291,2023-04-12 16:57:00,431
29506,2023-09-01 17:03:00,2327
6172,2023-08-10 19:33:00,2391
40199,2023-03-04 05:35:00,2854
34162,2023-07-03 23:25:00,2779
27675,2023-06-21 20:43:00,1169
3455,2023-12-19 23:10:00,1387
49774,2023-05-17 09:01:00,1218
10196,2023-01-21 10:00:00,1979
93381,2023-02-19 06:11:00,1548
29921,2023-03-29 16:37:00,2976
15234,2023-04-21 02:20:00,2483
85871,2023-09-21 00:25:00,1857
97795,2023-10-20 01:29:00,114
87657,2023-07-21 07:36:00,1019
40626,2023-10-15 10:40:00,185
51685,2023-04-08 15:40:00,2131
1454,2023-03-19 05:50:00,280
63003,2023-07-17 16:36:00,432
79842,2023-05-03 09:48:00,1479
3542,2023-01-18 13:38:00,956
84156,2023-01-08 22:40:00,946
642,2023-09-27 19:39:00,2877
99882,2023-08-21 04:53:00,1753
7186,2023-06-12 19:08:00,2523
85136,2023-08-27 11:34:00,1444
22723,2023-05-23 14:57:00,893
11202,2023-02-04 16:02:00,3087
81013,2023-03-25 11:54:00,2125
5697,2023-07-01 05:34:00,1145
13675,2023-06-10 10:25:00,2298
68085,2023-01-18 06:06:00,2668
91856,2023-05-26 02:13:00,386
95823,2023-05-12 23:12:00,342
49977,2023-03-23 15:49:00,2532
51941,2023-01-06 11:01:00,266
64258,2023-12-16 23:45:00,193
35733,2023-08-07 04:23:00,2304
51639,2023-04-08 15:48:00,1930
43217,2023-06-22 04:36:00,3229
79810,2023-11-29 07:32:00,691
7025,2023-10-30 00:06:00,1839
7362,2023-08-22 08:15:00,385
21874,2023-02-22 08:59:00,3425
39168,2023-12-20 16:20:00,1979
40575,2023-01-04 06:45:00,707
59571,2023-11-20 04:46:00,3278
63781,2023-05-08 09:21:00,559
90161,2023-01-05 04:33:00,2962
89700,2023-02-20 23:18:00,1693
71843,2023-09-06 15:51:00,2662
12673,2023-06-27 08:28:00,1157
73780,2023-07-21 04:46:00,735
80459,2023-05-24 02:46:00,2623
16964,2023-09-07 16:10:00,2344
65482,2023-06-14 00:02:00,1815
15014,2023-12-09 12:25:00,1891
29981,2023-04-18 21:52:00,1105
72585,2023-01-26 01:59:00,1965
72484,2023-08-18 11:33:00,3308
20242,2023-06-13 16:25:00,243
54496,2023-12-11 17:40:00,2136
9726,2023-01-21 07:21:00,1693
96521,2023-11-16 12:37:00,3493
56024,2023-10-19 05:22:00,476
52680,2023-10-11 23:21:00,3591
79469,2023-02-04 18:33:00,890
95087,2023-06-07 19:00:00,1468
87084,2023-11-30 06:46:00,2991
34814,2023-08-12 20:46:00,2963
5227,2023-01-12 12:21:00,1729
725,2023-09-01 12:46:00,63
7164,2023-11-29 09:56:00,1900
35450,2023-11-19 15:58:00,170
39737,2023-11-10 21:55:00,2888
37610,2023-05-10 02:11:00,349
80561,2023-06-15 08:55:00,2461
34322,2023-12-31 08:53:00,1915
24321,2023-04-09 16:30:00,3447
35180,2023-02-01 15:59:00,2847
53063,2023-12-24 08:13:00,284
64092,2023-02-25 00:38:00,2772
43898,2023-04-12 20:23:00,2248
52716,2023-10-11 16:41:00,2000
1130,2023-02-03 08:05:00,831
93856,2023-11-01 00:06:00,1051
85508,2023-01-12 12:46:00,422
81845,2023-10-08 18:59:00,1446
52359,2023-01-31 16:00:00,2517
1849,2023-07-16 20:01:00,467
25851,2023-05-13 05:13:00,3442
5310,2023-07-28 14:20:00,1331
8152,2023-10-04 15:35:00,2128
20492,2023-10-01 07:47:00,2894
20394,2023-05-25 15:46:00,641
73152,2023-08-30 19:50:00,1210
87233,2023-06-26 02:25:00,789
14414,2023-09-21 09:27:00,2519
7588,2023-10-05 08:10:00,906
92063,2023-07-14 00:21:00,2056
36459,2023-02-10 16:34:00,1196
74810,2023-11-07 15:56:00,95
97655,2023-01-13 21:44:00,334
31207,2023-06-17 12:25:00,2846
52447,2023-06-26 23:44:00,672
73340,2023-09-18 02:33:00,1355
97138,2023-07-10 00:22:00,1425
91527,2023-06-02 23:41:00,3260
74565,2023-07-10 18:31:00,586
3716,2023-03-22 20:35:00,2905
57503,2023-07-23 23:24:00,133
70808,2023-02-26 02:33:00,558
82197,2023-04-15 05:57:00,2297
5425,2023-10-03 10:48:00,2506
66680,2023-11-22 11:30:00,1707
30568,2023-09-25 10:36:00,2085
2060,2023-01-17 14:47:00,2496
68285,2023-10-29 14:31:00,2422
25061,2023-05-20 20:51:00,1858
28237,2023-09-04 08:42:00,1396
366,2023-07-21 18:27:00,2436
5235,2023-05-18 17:20:00,2883
40859,2023-02-19 02:28:00,2021
14311,2023-02-28 15:28:00,912
35725,2023-03-08 18:34:00,2176
24816,2023-08-21 08:04:00,3257
59258,2023-09-08 01:19:00,3584
6480,2023-10-29 14:46:00,2123
13394,2023-03-04 10:46:00,186
25984,2023-04-04 02:47:00,2913
88928,2023-09-11 06:11:00,1822
14575,2023-11-12 07:46:00,1882
315,2023-09-17 10:46:00,639
94243,2023-04-29 06:26:00,1721
15835,2023-05-16 21:06:00,575
38262,2023-11-25 02:07:00,1499
57952,2023-08-31 05:37:00,1947
18479,2023-03-27 21:38:00,1663
94623,2023-06-13 11:25:00,2321
32483,2023-01-01 10:20:00,2254
17106,2023-09-03 02:59:00,633
35158,2023-08-20 21:24:00,3305
99479,2023-10-31 01:23:00,1021
96806,2023-09-21 13:06:00,2397
88516,2023-05-08 19:53:00,3483
61102,2023-01-21 11:38:00,3203
13180,2023-09-08 20:54:00,1911
60091,2023-08-31 06:09:00,24
3875,2023-01-13 23:29:00,1265
77764,2023-06-30 21:18:00,364
86894,2023-07-27 15:44:00,1113
44836,2023-05-03 09:52:00,1251
87270,2023-12-28 02:32:00,320
51229,2023-03-26 02:14:00,3106
193,2023-03-20 05:40:00,2317
53702,2023-05-01 22:16:00,1838
97118,2023-02-05 06:46:00,430
13873,2023-04-25 18:29:00,3450
79312,2023-08-02 05:59:00,952
41333,2023-01-14 01:20:00,19
24162,2023-10-25 17:17:00,398
94233,2023-05-27 07:08:00,1839
29432,2023-02-01 01:40:00,929
8847,2023-03-10 04:46:00,3274
12582,2023-01-04 21:00:00,2679
18536,2023-08-27 09:58:00,1186
17766,2023-10-03 07:19:00,617
63339,2023-01-02 05:24:00,3463
55312,2023-08-15 06:08:00,2632
71811,2023-03-01 14:21:00,557
98193,2023-12-30 14:01:00,3402
60271,2023-08-01 10:08:00,3596
18735,2023-03-08 13:41:00,1735
83616,2023-09-05 06:54:00,2877
90561,2023-02-02 11:27:00,1957
16723,2023-11-12 21:00:00,1193
62594,2023-08-24 19:42:00,3354
69028,2023-04-04 06:56:00,2828
63055,2023-05-10 23:34:00,1623
5791,2023-04-18 17:02:00,2467
76881,2023-05-04 01:41:00,2472
22250,2023-10-16 02:35:00,1372
75698,2023-11-12 22:48:00,1545
19448,2023-06-03 07:12:00,2906
96374,2023-09-26 02:22:00,2603
49568,2023-06-10 09:36:00,2899
35872,2023-01-03 17:07:00,1161
34067,2023-04-27 09:34:00,2580
24054,2023-07-01 19:08:00,2343
30892,2023-01-13 00:51:00,961
80590,2023-05-18 07:59:00,1258
82972,2023-03-26 14:23:00,1184
98491,2023-05-23 00:40:00,706
4693,2023-07-19 09:09:00,2635
60042,2023-01-28 17:40:00,3435
72656,2023-03-16 13:17:00,3180
48663,2023-08-23 15:42:00,3451
53622,2023-09-29 11:00:00,1944
57910,2023-04-23 05:13:00,1929
29830,2023-10-22 02:35:00,3483
20066,2023-05-23 11:58:00,1612
64267,2023-07-11 02:59:00,3530
26579,2023-11-25 00:31:00,458
80404,2023-11-29 23:03:00,2077
58030,2023-11-22 10:38:00,2654
46860,2023-04-07 05:29:00,1829
36645,2023-06-17 18:41:00,3350
12259,2023-02-03 11:43:00,2384
51863,2023-01-13 13:31:00,321
36156,2023-05-24 23:36:00,2459
64202,2023-12-25 00:20:00,2278
8746,2023-08-26 05:25:00,2459
33406,2023-10-14 02:31:00,849
20384,2023-03-25 01:01:00,43
49078,2023-11-28 05:58:00,2251
64355,2023-10-12 22:10:00,3504
2071,2023-07-30 19:39:00,2240
90769,2023-05-13 15:19:00,3310
51300,2023-08-29 04:00:00,1668
31975,2023-03-11 14:49:00,3020
58004,2023-06-18 23:17:00,804
57481,2023-06-28 04:22:00,3465
34099,2023-09-13 23:17:00,2491
14071,2023-03-23 10:25:00,2267
10334,2023-04-06 15:50:00,1781
68009,2023-10-13 09:47:00,1115
66774,2023-07-23 09:12:00,1746
70967,2023-12-04 07:37:00,3171
40811,2023-03-22 18:57:00,1532
22311,2023-04-29 14:02:00,678
11838,2023-04-13 20:27:00,3343
23339,2023-05-06 06:12:00,1745
25340,2023-03-02 07:45:00,2398
87432,2023-10-23 07:48:00,1031
11499,2023-01-21 01:00:00,1300
59944,2023-08-25 13:30:00,2753
8269,2023-01-20 03:39:00,2961
31396,2023-03-02 00:05:00,3524
98751,2023-02-18 13:26:00,1579
94571,2023-01-18 13:44:00,2357
46726,2023-08-10 21:51:00,167
58469,2023-09-29 09:02:00,1107
94092,2023-12-10 23:52:00,2218
29598,2023-10-06 12:58:00,6
7353,2023-06-17 20:41:00,1398
92052,2023-04-29 05:26:00,1270
24990,2023-03-31 21:26:00,2630
75127,2023-08-14 11:36:00,395
15856,2023-01-28 08:58:00,357
22853,2023-02-18 22:30:00,2610
41059,2023-02-19 05:36:00,2630
5244,2023-04-01 10:15:00,252
70812,2023-01-29 13:51:00,180
31509,2023-11-11 11:50:00,1934
17984,2023-06-05 00:35:00,3345
77586,2023-08-21 13:20:00,2511
34705,2023-10-26 05:10:00,2118
57135,2023-07-04 20:31:00,2568
3786,2023-02-10 17:21:00,1856
78341,2023-04-28 19:50:00,1162
96388,2023-10-23 20:21:00,549
68123,2023-05-31 21:13:00,2637
48210,2023-05-19 08:13:00,1595
23558,2023-05-14 15:12:00,770
77991,2023-08-11 15:29:00,3394
20279,2023-05-04 16:36:00,349
7164,2023-09-18 20:12:00,2997
82301,2023-03-08 06:12:00,3456
55949,2023-02-17 10:23:00,3387
21305,2023-07-06 10:25:00,2562
44599,2023-10-09 00:55:00,1530
84706,2023-04-20 17:20:00,1691
97286,2023-05-15 13:45:00,941
77597,2023-10-03 20:17:00,1551
41581,2023-09-17 03:35:00,3500
46408,2023-11-23 15:19:00,1999
44078,2023-02-05 10:56:00,2361
1269,2023-08-02 10:34:00,1018
86375,2023-05-26 18:24:00,3458
37873,2023-12-11 18:21:00,308
53996,2023-09-12 06:39:00,2590
81700,2023-01-29 10:25:00,2583
9551,2023-01-05 10:40:00,1433
6528,2023-05-02 13:27:00,2649
61148,2023-05-31 07:17:00,2160
28588,2023-08-29 12:21:00,2027
25700,2023-08-26 16:42:00,2108
66813,2023-06-09 13:51:00,1180
93949,2023-04-13 05:15:00,2412
66612,2023-06-30 10:30:00,1446
7225,2023-02-16 08:26:00,1775
8818,2023-08-16 20:18:00,3058
63425,2023-04-05 23:03:00,739
12140,2023-06-18 17:17:00,1416
48282,2023-04-15 01:29:00,1497
73896,2023-05-14 00:43:00,435
68091,2023-03-20 22:26:00,525
31461,2023-11-07 23:32:00,2711
12687,2023-06-26 01:30:00,1152
44349,2023-07-14 13:25:00,2467
79891,2023-09-18 03:28:00,114
47242,2023-10-09 20:04:00,2712
20558,2023-04-30 18:21:00,3283
98713,2023-02-04 14:46:00,2075
61870,2023-07-28 04:30:00,1658
87758,2023-10-13 01:56:00,2185
80020,2023-05-14 07:37:00,2025
6783,2023-02-08 02:18:00,53
52012,2023-05-28 06:15:00,3590
89984,2023-04-25 20:33:00,3050
34088,2023-05-28 23:27:00,2436
14838,2023-01-22 18:24:00,2273
29129,2023-10-27 11:50:00,1041
76701,2023-06-12 18:35:00,2297
72309,2023-10-15 12:57:00,1000
16061,2023-10-28 09:17:00,2363
91002,2023-09-14 09:29:00,3438
32615,2023-12-04 02:50:00,2945
48309,2023-05-25 00:08:00,1176
56885,2023-06-25 18:38:00,703
9954,2023-04-19 11:36:00,2717
22509,2023-11-27 06:55:00,2981
45497,2023-07-13 15:09:00,3543
38117,2023-10-19 02:13:00,1225
45799,2023-07-30 23:12:00,89
48560,2023-05-24 23:32:00,3335
62872,2023-03-27 22:48:00,2468
11870,2023-10-21 18:43:00,1222
76003,2023-06-13 00:52:00,1167
19137,2023-10-05 15:02:00,3565
33531,2023-09-18 20:48:00,3331
82610,2023-05-24 12:05:00,562
2042,2023-08-25 21:56:00,359
70844,2023-06-26 11:40:00,3151
24283,2023-03-13 19:27:00,260
79715,2023-10-01 13:06:00,2004
22189,2023-06-07 17:51:00,2984
48158,2023-06-27 11:09:00,1526
62593,2023-09-12 11:45:00,1552
53549,2023-05-21 03:28:00,1725
85894,2023-02-02 10:54:00,1923
98342,2023-08-26 23:13:00,507
80804,2023-06-17 09:36:00,400
19209,2023-08-18 22:10:00,1771
76079,2023-03-05 00:38:00,1089
78588,2023-12-10 08:34:00,915
59394,2023-04-15 12:04:00,1088
98043,2023-03-31 17:48:00,640
78416,2023-07-17 08:39:00,498
4733,2023-07-16 07:16:00,866
70933,2023-12-31 04:04:00,2075
60278,2023-11-09 10:07:00,1146
60574,2023-08-11 10:27:00,3223
27426,2023-06-25 18:25:00,1824
67957,2023-09-18 13:39:00,2980
81552,2023-03-27 17:56:00,1689
11744,2023-08-14 09:39:00,2622
99635,2023-01-05 15:55:00,2390
55593,2023-10-09 16:21:00,1135
59766,2023-03-06 15:15:00,3215
43980,2023-06-12 18:52:00,3040
34030,2023-01-11 05:45:00,1642
27420,2023-04-03 23:18:00,2848
40752,2023-05-18 16:30:00,2332
25235,2023-01-16 16:48:00,92
33460,2023-11-09 08:57:00,3411
76644,2023-08-05 12:53:00,976
64100,2023-04-24 13:11:00,1755
20764,2023-08-14 20:00:00,3345
48328,2023-08-08 10:09:00,1017
46162,2023-01-30 13:31:00,452
63247,2023-07-21 11:15:00,627
33570,2023-04-07 11:25:00,3168
29895,2023-03-03 10:56:00,1799
93847,2023-02-04 17:54:00,482
30102,2023-04-03 08:14:00,2660
1091,2023-01-04 02:36:00,3049
76099,2023-05-16 20:29:00,638
5817,2023-02-23 23:25:00,2562
35374,2023-06-30 22:08:00,2267
48073,2023-08-07 19:22:00,74
96992,2023-03-18 03:45:00,863
48889,2023-08-05 21:41:00,3199
33756,2023-08-12 22:28:00,2494
4433,2023-02-02 06:35:00,1435
11721,2023-04-26 04:06:00,3250
26235,2023-11-06 13:36:00,2860
69107,2023-10-19 04:40:00,415
4884,2023-02-18 23:32:00,2889
95943,2023-02-15 15:07:00,763
24877,2023-08-05 17:46:00,814
53557,2023-08-08 21:34:00,312
25817,2023-09-16 17:36:00,3393
37295,2023-01-20 04:49:00,2131
43378,2023-12-15 11:36:00,1395
13307,2023-08-24 13:49:00,3508
34515,2023-12-19 01:04:00,3166
28749,2023-12-23 02:29:00,1154
86206,2023-01-05 05:08:00,3042
56482,2023-03-10 14:22:00,2879
6795,2023-01-16 16:56:00,1683
37133,2023-12-06 17:42:00,2129
22631,2023-04-10 17:59:00,2886
32246,2023-05-07 08:03:00,2190
5615,2023-06-12 06:39:00,1209
63374,2023-11-26 13:10:00,3505
79784,2023-07-22 15:45:00,1972
98202,2023-12-25 15:30:00,3058
72350,2023-06-06 08:20:00,2972
88806,2023-05-09 21:43:00,4
47228,2023-05-31 15:48:00,698
45300,2023-11-17 20:58:00,2148
74168,2023-03-11 12:42:00,1759
29526,2023-03-06 10:29:00,3526
67607,2023-03-21 02:11:00,3193
99558,2023-11-28 07:12:00,3189
55694,2023-05-06 07:44:00,3531
